cdu_csu,spd,gruene,afd,fdp,linke,bsw,freie_waehler,date
35.4,17,17.9,10.2,6,7.3,NA,NA,2020-04-23
35.6,16.9,18,10,5.9,7.3,NA,NA,2020-04-24
35.7,16.8,17.9,10.1,5.9,7.4,NA,NA,2020-04-25
35.7,16.7,17.8,10.1,5.9,7.4,NA,NA,2020-04-27
35.7,16.7,17.7,10.2,6,7.4,NA,NA,2020-04-28
35.8,16.8,17.6,10.2,6,7.3,NA,NA,2020-04-29
35.7,16.7,17.8,10.3,5.9,7.4,NA,NA,2020-04-30
35.6,16.7,17.7,10.4,5.9,7.4,NA,NA,2020-05-02
35.6,16.7,17.7,10.5,5.8,7.4,NA,NA,2020-05-04
35.6,16.7,17.5,10.5,5.8,7.4,NA,NA,2020-05-05
35.6,16.7,17.5,10.4,5.8,7.5,NA,NA,2020-05-07
35.9,16.7,17.4,10.5,5.7,7.3,NA,NA,2020-05-09
35.8,16.6,17.4,10.5,5.8,7.3,NA,NA,2020-05-12
36.2,16.5,17.2,10.5,5.9,7.1,NA,NA,2020-05-14
36.1,16.5,17.3,10.4,5.8,7.1,NA,NA,2020-05-15
36.2,16.4,17.4,10.3,5.9,7.2,NA,NA,2020-05-16
36.1,16.3,17.6,10.2,5.9,7.2,NA,NA,2020-05-18
36.2,16.4,17.7,10.2,5.8,7.1,NA,NA,2020-05-21
36.2,16.4,17.8,10,5.8,7.1,NA,NA,2020-05-23
36.2,16.5,17.8,10,5.8,7.1,NA,NA,2020-05-25
36.2,16.4,18.1,9.8,5.8,7.1,NA,NA,2020-05-27
36.1,16.4,18,9.9,5.7,7.3,NA,NA,2020-05-28
36.2,16.4,18.1,9.9,5.6,7.3,NA,NA,2020-05-29
36.3,16.4,18,9.9,5.8,7.2,NA,NA,2020-05-30
36.5,16.3,18,9.9,5.7,7.2,NA,NA,2020-06-03
36.5,16.4,18.1,9.7,5.7,7.3,NA,NA,2020-06-04
36.6,16.4,18.1,9.6,5.7,7.3,NA,NA,2020-06-05
36.5,16.4,17.9,9.4,5.7,7.4,NA,NA,2020-06-06
36.6,16.5,17.8,9.4,5.8,7.4,NA,NA,2020-06-09
36.6,16.5,18,9.4,5.7,7.3,NA,NA,2020-06-12
36.7,16.3,18.3,9.4,5.8,7.2,NA,NA,2020-06-13
36.4,16.4,18.5,9.5,5.7,7.1,NA,NA,2020-06-14
36.4,16.5,18.5,9.5,5.8,7.1,NA,NA,2020-06-15
36.5,16.4,18.3,9.5,5.8,7.1,NA,NA,2020-06-16
36.6,16.5,18.4,9.5,5.7,7.1,NA,NA,2020-06-18
36.5,16.5,18.5,9.6,5.7,7.1,NA,NA,2020-06-20
36.4,16.5,18.5,9.6,5.6,7.1,NA,NA,2020-06-22
36.4,16.5,18.5,9.6,5.6,7.1,NA,NA,2020-06-24
36,16.6,18.5,9.9,5.6,7.1,NA,NA,2020-06-25
36.1,16.6,18.5,10,5.6,7.2,NA,NA,2020-06-26
36,16.6,18.4,10,5.6,7.2,NA,NA,2020-06-27
35.9,16.7,18.3,10,5.7,7.1,NA,NA,2020-06-30
35.9,16.7,18.4,10,5.7,7.1,NA,NA,2020-07-02
35.9,16.7,18.5,10,5.6,7.1,NA,NA,2020-07-04
35.7,16.6,18.5,10.1,5.7,7.1,NA,NA,2020-07-07
35.8,16.6,18.6,10.1,5.7,7.1,NA,NA,2020-07-08
35.9,16.6,18.7,10,5.6,7.1,NA,NA,2020-07-10
35.9,16.6,18.7,10,5.7,7,NA,NA,2020-07-11
36,16.5,18.5,10.1,5.7,7,NA,NA,2020-07-12
36.1,16.4,18.5,10.1,5.8,7,NA,NA,2020-07-14
36,16.3,18.4,10.1,5.8,7.1,NA,NA,2020-07-15
36.1,16.4,18.4,9.9,5.8,7.2,NA,NA,2020-07-18
36.1,16.6,18.3,9.8,5.9,7.1,NA,NA,2020-07-21
36.2,16.5,18.8,9.8,5.7,7.1,NA,NA,2020-07-22
36.1,16.3,18.9,9.9,5.7,7.1,NA,NA,2020-07-23
36.1,16.3,18.9,9.9,5.7,7.1,NA,NA,2020-07-25
36.1,16.2,18.9,10,5.7,7.1,NA,NA,2020-07-26
36.1,16.1,19,10,5.7,7,NA,NA,2020-07-27
36.1,16.1,18.9,10.1,5.7,7,NA,NA,2020-07-28
36.1,16.1,18.9,10.1,5.7,7,NA,NA,2020-07-29
36.1,16.1,18.9,10.1,5.7,7,NA,NA,2020-07-30
36.1,16,19.1,10,5.6,7.1,NA,NA,2020-07-31
36.1,16,19.1,9.9,5.6,7.1,NA,NA,2020-08-01
36.1,16.1,19,9.9,5.6,7.1,NA,NA,2020-08-02
36.1,16.1,19,9.9,5.6,7.2,NA,NA,2020-08-04
36,16.1,18.8,10,5.7,7.2,NA,NA,2020-08-06
36,16.1,18.7,10,5.7,7.2,NA,NA,2020-08-08
36.1,16,18.8,10.1,5.7,7.3,NA,NA,2020-08-09
35.9,16.3,18.6,10.1,5.7,7.3,NA,NA,2020-08-11
35.9,16.4,18.5,10.1,5.8,7.3,NA,NA,2020-08-12
35.7,16.6,18.7,10.2,5.8,7.1,NA,NA,2020-08-15
35.5,16.9,18.5,10.2,5.8,7.1,NA,NA,2020-08-16
35.5,17.1,18.5,10.2,5.7,7.1,NA,NA,2020-08-18
35.4,17.1,18.4,10.1,5.7,7.2,NA,NA,2020-08-20
35.4,17.1,18.4,10.1,5.7,7.2,NA,NA,2020-08-21
35.3,17.2,18.2,10.2,5.6,7.3,NA,NA,2020-08-22
35.3,17.1,18.2,10.1,5.7,7.3,NA,NA,2020-08-23
35.2,17.1,18.1,10.1,5.8,7.4,NA,NA,2020-08-25
35.4,17.1,18.3,10,5.7,7.3,NA,NA,2020-08-27
35.5,17.1,18.4,10,5.6,7.3,NA,NA,2020-08-28
35.5,17.1,18.5,9.9,5.5,7.3,NA,NA,2020-08-29
35.5,17.1,18.6,10,5.5,7.3,NA,NA,2020-08-30
35.5,17,18.7,10,5.5,7.1,NA,NA,2020-09-01
35.2,17.1,18.9,10,5.5,7.1,NA,NA,2020-09-02
35.1,17.2,19,10,5.5,7.1,NA,NA,2020-09-03
35.1,17.2,19,10,5.5,7.1,NA,NA,2020-09-04
35.1,17.2,18.9,10,5.5,7.2,NA,NA,2020-09-05
35.1,17.2,18.9,10,5.5,7.2,NA,NA,2020-09-06
34.9,17.2,19,10.1,5.6,7.2,NA,NA,2020-09-08
34.9,17.2,18.8,10.1,5.6,7.3,NA,NA,2020-09-10
34.8,17.2,18.8,10.1,5.6,7.4,NA,NA,2020-09-12
34.8,17.2,18.8,10,5.6,7.5,NA,NA,2020-09-13
34.8,17.2,18.6,10.1,5.7,7.4,NA,NA,2020-09-15
34.8,17.3,18.7,10.1,5.7,7.3,NA,NA,2020-09-17
34.8,17.2,18.9,10.1,5.6,7.4,NA,NA,2020-09-18
34.8,16.9,19.3,10.1,5.5,7.3,NA,NA,2020-09-19
34.8,17,19.3,10.1,5.5,7.2,NA,NA,2020-09-22
34.8,17,19.4,10,5.5,7.1,NA,NA,2020-09-23
34.7,16.9,19.3,10.2,5.5,7.2,NA,NA,2020-09-25
34.7,16.9,19.3,10.2,5.6,7.2,NA,NA,2020-09-26
34.7,16.9,19.3,10.3,5.7,7.2,NA,NA,2020-09-27
34.6,16.9,19.4,10.2,5.7,7.1,NA,NA,2020-09-29
34.5,16.8,19.5,10.2,5.8,7.2,NA,NA,2020-10-01
34.6,16.8,19.4,10.2,5.8,7.1,NA,NA,2020-10-03
34.5,16.8,19.4,10.2,5.8,7.2,NA,NA,2020-10-04
34.6,16.7,19.4,10.2,5.7,7.2,NA,NA,2020-10-06
34.5,16.6,19.6,10.3,5.7,7.2,NA,NA,2020-10-07
34.5,16.5,19.7,10.3,5.7,7.2,NA,NA,2020-10-08
34.5,16.5,19.8,10.4,5.7,7.2,NA,NA,2020-10-09
34.5,16.5,19.7,10.3,5.5,7.3,NA,NA,2020-10-10
34.4,16.6,19.9,10.1,5.4,7.2,NA,NA,2020-10-11
34.4,16.7,19.9,10.1,5.4,7.1,NA,NA,2020-10-12
34.4,16.7,19.8,10.1,5.6,7.2,NA,NA,2020-10-13
34.4,16.5,20.4,10.1,5.5,7.1,NA,NA,2020-10-15
34.4,16.4,20.3,10.2,5.5,7,NA,NA,2020-10-16
34.4,16.4,20.3,10.2,5.7,6.9,NA,NA,2020-10-17
34.4,16.3,20.2,10.3,5.7,7,NA,NA,2020-10-20
34.4,16.3,20.1,10.3,5.7,7,NA,NA,2020-10-21
34.6,16.4,20.2,10.2,5.6,7,NA,NA,2020-10-23
34.5,16.3,20.2,10.3,5.7,7,NA,NA,2020-10-24
34.6,16.3,20.1,10.3,5.6,7,NA,NA,2020-10-27
34.5,16.3,20,10.5,5.6,7.1,NA,NA,2020-10-30
34.3,16.6,19.6,10.6,5.8,7.3,NA,NA,2020-10-31
34.3,16.6,19.6,10.5,5.8,7.3,NA,NA,2020-11-01
33.9,16.6,19.5,10.5,5.8,7.6,NA,NA,2020-11-03
33.9,16.7,19.5,10.5,5.8,7.6,NA,NA,2020-11-06
34.1,16.6,19.3,10.5,5.9,7.7,NA,NA,2020-11-07
34.1,16.7,19.1,10.4,6,7.6,NA,NA,2020-11-08
34.2,16.6,19.2,10.4,5.9,7.5,NA,NA,2020-11-09
34.2,16.6,19,10.5,6,7.4,NA,NA,2020-11-10
34.2,16.6,19,10.5,6,7.4,NA,NA,2020-11-11
34.2,16.5,19.1,10.5,6,7.4,NA,NA,2020-11-12
34.3,16.6,19.2,10.4,5.9,7.3,NA,NA,2020-11-13
34.3,16.6,19.2,10.4,5.8,7.3,NA,NA,2020-11-14
34.2,16.5,19.3,10.4,5.8,7.3,NA,NA,2020-11-15
34.4,16.5,19.3,10.3,5.9,7.3,NA,NA,2020-11-17
34.5,16.6,19.2,10.2,5.9,7.3,NA,NA,2020-11-18
34.7,16.7,18.9,10.3,6,7.3,NA,NA,2020-11-19
34.6,16.8,18.9,10.2,6.1,7.3,NA,NA,2020-11-21
34.7,16.9,18.8,10.2,6.1,7.2,NA,NA,2020-11-22
34.6,16.9,18.8,10.2,6.1,7.2,NA,NA,2020-11-24
34.7,16.9,18.7,10.2,6.1,7.2,NA,NA,2020-11-25
34.8,16.8,18.7,10.2,6.1,7.3,NA,NA,2020-11-26
34.7,16.8,18.9,10.3,6.1,7.3,NA,NA,2020-11-27
34.7,16.7,19.1,10.1,6.1,7.4,NA,NA,2020-11-28
34.6,16.7,19,10.1,6.2,7.4,NA,NA,2020-11-29
34.5,16.7,19,10.1,6.3,7.4,NA,NA,2020-11-30
34.5,16.7,19,10.1,6.3,7.4,NA,NA,2020-12-02
34.5,16.7,19.1,10.1,6.2,7.4,NA,NA,2020-12-03
34.4,16.7,19,10.1,6.2,7.4,NA,NA,2020-12-05
34.5,16.6,19.1,10.2,6.1,7.4,NA,NA,2020-12-06
34.5,16.6,19.1,10.1,6.2,7.5,NA,NA,2020-12-08
34.6,16.6,19.2,10,6.3,7.3,NA,NA,2020-12-09
34.7,16.7,19.2,10.1,6.2,7.3,NA,NA,2020-12-10
34.7,16.8,19.1,10,6.2,7.3,NA,NA,2020-12-11
34.8,16.8,19.1,10,6.1,7.3,NA,NA,2020-12-12
34.8,16.8,19.1,10,6.1,7.2,NA,NA,2020-12-13
34.8,17,19.1,10,6,7.2,NA,NA,2020-12-15
34.8,17.1,19.1,9.9,6.1,7.1,NA,NA,2020-12-16
34.7,17,19.5,9.8,6.1,7,NA,NA,2020-12-17
34.8,17,19.4,9.9,6.1,7,NA,NA,2020-12-18
34.8,17.1,19.3,9.9,6.1,7.1,NA,NA,2020-12-19
34.8,17,19.3,9.8,6.1,7.1,NA,NA,2020-12-20
34.7,17,19.2,10,6.2,7.1,NA,NA,2020-12-22
34.6,16.9,19.1,10,6.2,7.3,NA,NA,2020-12-26
34.6,16.9,18.8,10,6.2,7.4,NA,NA,2021-01-04
34.8,16.7,18.9,9.9,6.3,7.2,NA,NA,2021-01-05
34.8,16.6,18.9,10,6.2,7.4,NA,NA,2021-01-06
34.7,16.4,19.2,10,6.3,7.2,NA,NA,2021-01-07
34.7,16.3,19.4,9.8,6.4,7.2,NA,NA,2021-01-09
34.7,16.3,19.4,9.7,6.4,7.2,NA,NA,2021-01-12
34.7,16.4,19.1,9.8,6.5,7.4,NA,NA,2021-01-13
34.7,16.4,19.1,9.8,6.5,7.4,NA,NA,2021-01-14
34.8,16.4,19.2,9.8,6.3,7.4,NA,NA,2021-01-15
34.8,16.4,19.1,9.9,6.3,7.4,NA,NA,2021-01-17
34.6,16.5,18.9,10,6.5,7.4,NA,NA,2021-01-18
34.4,16.6,19,10,6.5,7.2,NA,NA,2021-01-21
34.4,16.6,19,10,6.5,7.2,NA,NA,2021-01-23
34.4,16.6,19.2,9.9,6.5,7.2,NA,NA,2021-01-24
34.5,16.6,19.1,9.9,6.5,7.1,NA,NA,2021-01-26
34.5,16.6,19,9.9,6.5,7.1,NA,NA,2021-01-27
34.5,16.8,19.1,9.8,6.6,7.1,NA,NA,2021-01-28
35,16.1,19.6,9.6,6.6,6.8,NA,NA,2021-01-31
35.2,16,19.6,9.6,6.6,6.9,NA,NA,2021-02-02
34.9,15.9,19.9,9.5,6.8,6.9,NA,NA,2021-02-04
34.9,15.9,19.9,9.5,6.7,6.9,NA,NA,2021-02-05
34.9,16,19.9,9.5,6.7,6.8,NA,NA,2021-02-07
34.7,16.1,19.9,9.5,6.8,6.9,NA,NA,2021-02-08
34.7,16.1,19.9,9.5,6.9,6.8,NA,NA,2021-02-09
34.8,16.1,19.8,9.5,7,6.9,NA,NA,2021-02-13
34.6,16.2,19.7,9.6,7.1,6.9,NA,NA,2021-02-14
34.6,16.4,19.5,9.6,7.1,6.9,NA,NA,2021-02-15
34.5,16.5,19.5,9.6,7.1,7,NA,NA,2021-02-16
34.3,16.4,19.6,9.6,7.1,7,NA,NA,2021-02-17
34.1,16.5,19.6,9.8,7.2,7,NA,NA,2021-02-18
34.1,16.4,19.6,9.7,7.2,7.1,NA,NA,2021-02-20
34,16.4,19.6,9.7,7.3,6.8,NA,NA,2021-02-23
34,16.4,19.7,9.7,7.2,6.8,NA,NA,2021-02-24
34.1,16.3,19.8,9.7,7.2,6.8,NA,NA,2021-02-25
34,16.3,19.7,9.9,7.2,6.8,NA,NA,2021-02-26
34,16.3,19.6,9.8,7.2,6.9,NA,NA,2021-02-27
33.8,16.4,19.6,9.9,7.2,7,NA,NA,2021-03-02
33.5,16.4,19.6,10,7.2,7,NA,NA,2021-03-04
33.5,16.4,19.6,10,7.2,7,NA,NA,2021-03-05
33.3,16.4,19.7,10.1,7.3,7,NA,NA,2021-03-07
32.9,16.4,19.7,10.2,7.4,7.1,NA,NA,2021-03-08
32.9,16.4,19.7,10.2,7.4,7.1,NA,NA,2021-03-09
32.9,16.4,19.5,10.3,7.5,7.1,NA,NA,2021-03-10
32.8,16.4,19.6,10.3,7.5,7.1,NA,NA,2021-03-11
32.8,16.5,19.6,10.3,7.5,7.1,NA,NA,2021-03-12
32.5,16.5,19.5,10.4,7.4,7.1,NA,NA,2021-03-14
32.3,16.6,19.4,10.2,7.5,7,NA,NA,2021-03-15
31.5,16.7,20,10.2,7.6,7,NA,NA,2021-03-17
31.2,16.8,20.1,10.2,7.7,7,NA,NA,2021-03-18
30.9,16.9,20.4,10.2,7.7,7,NA,NA,2021-03-20
30.5,17,20.7,10.1,7.9,7,NA,NA,2021-03-21
30.5,17,20.7,10.1,8,6.9,NA,NA,2021-03-22
30.2,17,21,10,8,6.9,NA,NA,2021-03-24
30.1,17,21,10,8.1,6.9,NA,NA,2021-03-25
30.1,16.9,21.1,10.2,8,6.9,NA,NA,2021-03-26
29.9,16.9,21.2,10.2,8,7,NA,NA,2021-03-28
29.7,16.8,21.1,10.2,8.2,7,NA,NA,2021-03-29
28.8,17,21.2,10.4,8.5,6.9,NA,NA,2021-03-30
28.9,16.9,21.3,10.4,8.5,6.8,NA,NA,2021-03-31
28.9,16.9,21.3,10.4,8.5,6.9,NA,NA,2021-04-01
28.9,16.8,21.3,10.4,8.4,6.9,NA,NA,2021-04-04
28.9,16.8,21.3,10.5,8.4,6.9,NA,NA,2021-04-05
28.9,16.7,21.3,10.4,8.5,6.9,NA,NA,2021-04-07
28.7,16.7,21.4,10.4,8.5,6.9,NA,NA,2021-04-08
27.8,16.7,21.5,10.8,8.9,6.9,NA,NA,2021-04-11
27.8,16.7,21.5,10.8,8.9,6.8,NA,NA,2021-04-12
28,16.5,21.5,10.8,8.7,6.9,NA,NA,2021-04-14
28.1,16.5,21.4,10.8,8.9,6.9,NA,NA,2021-04-15
28.4,16.5,21.3,10.8,8.9,6.9,NA,NA,2021-04-16
28.5,16.5,21.3,10.8,8.8,6.9,NA,NA,2021-04-18
28,16,21.9,10.8,9.2,6.7,NA,NA,2021-04-20
27.9,16.2,22.2,10.7,9.1,6.7,NA,NA,2021-04-21
27.6,16.3,22.4,10.6,9.3,6.7,NA,NA,2021-04-23
27.5,16.2,22.9,10.6,9.2,6.6,NA,NA,2021-04-25
27.1,16.2,23.3,10.5,9.4,6.5,NA,NA,2021-04-26
26.9,16.1,23.2,10.6,9.4,6.5,NA,NA,2021-04-27
26.7,16.1,23.6,10.5,9.5,6.5,NA,NA,2021-04-28
26.7,16.1,23.6,10.6,9.5,6.5,NA,NA,2021-04-29
26.5,16.1,23.6,10.6,9.5,6.6,NA,NA,2021-04-30
26.5,16.1,23.6,10.6,9.5,6.6,NA,NA,2021-05-01
26.3,16.2,23.6,10.6,9.6,6.6,NA,NA,2021-05-02
26.3,16.1,23.7,10.6,9.7,6.5,NA,NA,2021-05-03
26.4,16.2,23.7,10.5,9.7,6.4,NA,NA,2021-05-05
26.3,16.1,23.7,10.6,9.7,6.3,NA,2.8,2021-05-06
26,16,24,10.7,9.7,6.3,NA,2.8,2021-05-07
26,16.1,23.9,10.7,9.8,6.3,NA,2.8,2021-05-08
26.1,16.1,23.8,10.6,9.8,6.4,NA,2.7,2021-05-10
25.7,16.3,23.9,10.7,9.8,6.6,NA,2.7,2021-05-11
25.9,16.5,23.7,10.7,9.8,6.6,NA,NA,2021-05-12
25.9,16.5,23.6,10.8,9.8,6.7,NA,NA,2021-05-15
25.9,16.5,23.6,10.9,9.7,6.7,NA,NA,2021-05-16
26,16.6,23.5,10.9,9.7,6.7,NA,NA,2021-05-17
25.9,16.6,23.4,10.8,9.9,6.6,NA,NA,2021-05-18
26,16.5,23.2,10.6,9.9,6.5,NA,NA,2021-05-19
26,16.5,23.3,10.7,10,6.4,NA,NA,2021-05-20
26,16.4,23.2,10.7,10,6.5,NA,2.8,2021-05-21
25.9,16.5,23.2,10.8,10,6.4,NA,2.7,2021-05-23
25.8,16.4,23.2,10.7,10.1,6.5,NA,2.7,2021-05-25
26,16.3,23,10.7,10.4,6.5,NA,2.7,2021-05-26
26.1,16.3,22.9,10.7,10.4,6.5,NA,2.7,2021-05-27
26.1,16.2,22.8,10.9,10.4,6.6,NA,2.7,2021-05-28
26,16.2,22.8,10.9,10.4,6.6,NA,2.7,2021-05-29
26,16.1,22.7,10.9,10.5,6.6,NA,2.7,2021-06-01
26.3,16.1,22.6,10.7,10.5,6.5,NA,2.7,2021-06-02
26.3,16.1,22.6,10.7,10.5,6.5,NA,2.7,2021-06-03
26.3,16.1,22.5,10.7,10.5,6.5,NA,2.7,2021-06-04
26.2,16.2,22.4,10.7,10.6,6.5,NA,2.8,2021-06-05
26.2,16.3,22.3,10.8,10.5,6.5,NA,2.8,2021-06-06
26.4,16.2,22.2,10.6,10.7,6.6,NA,2.8,2021-06-07
26.6,16.2,21.9,10.6,10.7,6.5,NA,2.8,2021-06-09
26.9,16.1,21.7,10.7,10.5,6.6,NA,3,2021-06-10
27,16.1,21.7,10.7,10.6,6.6,NA,2.9,2021-06-11
27,16.2,21.6,10.7,10.5,6.5,NA,3,2021-06-12
27.1,16.3,21.5,10.7,10.6,6.4,NA,2.9,2021-06-14
27.7,16.4,21.4,10.3,10.7,6.4,NA,2.8,2021-06-16
27.7,16.4,21.4,10.3,10.7,6.4,NA,2.8,2021-06-17
27.7,16.5,21.3,10.3,10.6,6.4,NA,2.8,2021-06-18
27.7,16.4,21.3,10.3,10.6,6.4,NA,2.8,2021-06-20
27.7,16.5,21.3,10.3,10.5,6.5,NA,2.8,2021-06-21
27.8,16.4,21.2,10.2,10.6,6.5,NA,2.8,2021-06-22
27.9,16.5,21.3,10.2,10.5,6.4,NA,2.8,2021-06-23
27.8,16.5,21.3,10.3,10.4,6.4,NA,2.8,2021-06-24
27.9,16.4,21.3,10.3,10.3,6.4,NA,2.9,2021-06-25
27.8,16.5,21.3,10.3,10.2,6.4,NA,2.9,2021-06-27
28,16.5,21.2,10.3,10.3,6.5,NA,2.9,2021-06-28
27.9,16.4,21.2,10.3,10.2,6.6,NA,2.9,2021-06-29
27.9,16.4,21.2,10.3,10.2,6.6,NA,3,2021-06-30
27.9,16.4,21.1,10.3,10.2,6.7,NA,NA,2021-07-01
27.9,16.4,21,10.4,10.1,6.6,NA,NA,2021-07-02
27.9,16.4,21,10.3,10,6.6,NA,NA,2021-07-04
28,16.6,20.8,10.3,10,6.6,NA,NA,2021-07-07
28,16.6,20.6,10.4,10,6.8,NA,NA,2021-07-10
28,16.6,20.6,10.4,10.1,6.7,NA,NA,2021-07-12
27.9,16.7,20.5,10.4,10.2,6.6,NA,NA,2021-07-14
27.8,16.8,20.5,10.4,10.2,6.6,NA,NA,2021-07-15
27.8,16.7,20.5,10.4,10.1,6.7,NA,NA,2021-07-16
27.8,16.8,20.6,10.4,10.1,6.7,NA,NA,2021-07-18
27.9,16.8,20.5,10.4,10.1,6.5,NA,NA,2021-07-19
28.1,16.8,20.4,10.4,10.1,6.5,NA,NA,2021-07-20
27.7,17.1,20.4,10.4,10.3,6.4,NA,NA,2021-07-21
27.8,17.1,20.3,10.3,10.4,6.4,NA,NA,2021-07-22
27.8,17.1,20.2,10.4,10.4,6.3,NA,NA,2021-07-23
27.6,17.2,20.2,10.3,10.5,6.4,NA,NA,2021-07-25
27.6,17.2,20.2,10.4,10.5,6.3,NA,NA,2021-07-27
27.6,17,20.3,10.4,10.6,6.4,NA,NA,2021-07-28
27.4,17.1,20.2,10.5,10.6,6.5,NA,3.1,2021-07-30
27.4,17.2,20.1,10.5,10.6,6.5,NA,3.1,2021-07-31
27.4,17.1,20.1,10.5,10.6,6.5,NA,3.1,2021-08-01
27.5,17.2,20.1,10.5,10.6,6.6,NA,3,2021-08-02
27.4,17.4,20.1,10.5,10.5,6.5,NA,3.1,2021-08-03
27.1,17.4,20.3,10.5,10.5,6.5,NA,3.1,2021-08-04
27,17.5,20.3,10.5,10.5,6.4,NA,3.1,2021-08-05
26.9,17.5,20.4,10.5,10.4,6.4,NA,3.1,2021-08-08
26.8,17.5,20.4,10.6,10.5,6.3,NA,3.1,2021-08-10
26.3,17.8,20.3,10.6,10.4,6.5,NA,3.1,2021-08-11
26.1,18,20.2,10.5,10.3,6.5,NA,3.1,2021-08-13
26.1,18.2,20.2,10.5,10.3,6.6,NA,NA,2021-08-14
26,18.2,20.2,10.5,10.4,6.6,NA,NA,2021-08-15
26.2,18.4,20.1,10.5,10.3,6.6,NA,NA,2021-08-16
25.8,19,20,10.5,10.3,6.5,NA,NA,2021-08-18
25.8,19.2,19.7,10.6,10.3,6.6,NA,NA,2021-08-19
25.8,19.2,19.7,10.5,10.2,6.6,NA,NA,2021-08-20
25.6,19.4,19.6,10.5,10.3,6.6,NA,NA,2021-08-22
25.6,19.5,19.6,10.5,10.3,6.6,NA,NA,2021-08-23
25.5,19.7,19.5,10.5,10.3,6.6,NA,NA,2021-08-24
25.3,19.9,19.3,10.6,10.4,6.6,NA,NA,2021-08-25
25,20.5,19.1,10.5,10.5,6.5,NA,NA,2021-08-26
24.8,20.8,19.2,10.5,10.5,6.5,NA,2.8,2021-08-27
24.7,21,19.1,10.5,10.4,6.4,NA,2.9,2021-08-28
24.6,21.1,19.1,10.5,10.5,6.4,NA,2.8,2021-08-30
24.3,21.5,19.1,10.5,10.5,6.4,NA,2.8,2021-08-31
24.3,21.8,18.9,10.4,10.4,6.3,NA,2.8,2021-09-01
24.1,22,18.9,10.5,10.4,6.3,NA,2.8,2021-09-02
24,22.2,18.7,10.5,10.5,6.4,NA,NA,2021-09-03
24,22.2,18.7,10.6,10.4,6.4,NA,NA,2021-09-05
24,22.3,18.6,10.5,10.4,6.3,NA,3,2021-09-06
24,22.4,18.6,10.5,10.5,6.3,NA,3,2021-09-07
23.9,22.6,18.3,10.6,10.4,6.3,NA,3,2021-09-08
23.9,22.7,18.3,10.6,10.4,6.2,NA,3,2021-09-09
23.9,22.8,18.2,10.6,10.3,6.1,NA,3.1,2021-09-10
23.9,22.8,18.2,10.6,10.3,6.1,NA,3.1,2021-09-12
23.9,22.8,18.2,10.6,10.3,6.1,NA,3.1,2021-09-13
24,22.8,18.2,10.6,10.3,6.1,NA,2.9,2021-09-14
24,22.8,18.2,10.5,10.3,6.1,NA,2.9,2021-09-15
24,22.8,18.1,10.5,10.2,6.2,NA,2.8,2021-09-16
24,22.9,18.2,10.5,10.1,6.2,NA,2.8,2021-09-17
24,22.9,18.2,10.4,10.1,6.2,NA,2.8,2021-09-18
24.1,22.8,18.2,10.4,10.1,6.2,NA,2.8,2021-09-20
24.2,22.8,18.2,10.4,10.1,6.2,NA,2.9,2021-09-21
24.3,22.7,18,10.4,10.1,6.2,NA,2.8,2021-09-23
24.5,22.7,18,10.3,10.2,6.2,NA,2.9,2021-09-24
23.3,23.9,18.2,9.9,10.9,5.5,NA,NA,2021-10-01
23.6,23.9,18.2,9.9,10.7,5.5,NA,NA,2021-10-03
23.5,24.1,18.2,9.9,10.7,5.4,NA,NA,2021-10-04
23.4,23.7,18.1,9.8,11.2,5.3,NA,NA,2021-10-05
23.2,23.8,18,9.9,11.3,5.5,NA,NA,2021-10-06
23.2,23.7,18.2,9.9,11.2,5.5,NA,3,2021-10-09
23.1,23.7,18.1,9.9,11.3,5.5,NA,3,2021-10-10
23.1,23.7,18.2,10.1,11.4,5.4,NA,2.9,2021-10-11
21.8,26.7,15.8,10,12.4,5.3,NA,2.8,2021-10-12
21.6,26.7,15.7,10,12.6,5.2,NA,2.8,2021-10-13
21.4,26.6,15.9,10,12.6,5.2,NA,NA,2021-10-14
21.3,26.7,16,10.1,12.6,5.2,NA,NA,2021-10-15
21.2,26.6,16,10.2,12.4,5.1,NA,NA,2021-10-16
21.1,26.6,16,10.3,12.6,5.2,NA,NA,2021-10-18
21.1,26.6,16,10.2,12.7,5.2,NA,NA,2021-10-19
21.6,26.4,15.8,10.3,12.7,5.2,NA,NA,2021-10-20
21.3,26.5,15.8,10.3,12.7,5.3,NA,NA,2021-10-21
20.9,26.9,15.7,10.3,12.9,5.2,NA,NA,2021-10-22
21,26.8,15.7,10.4,12.8,5.2,NA,NA,2021-10-23
21.3,26.5,16,10.3,12.6,5.1,NA,NA,2021-10-24
21.3,26.6,15.9,10.3,12.6,5.2,NA,NA,2021-10-25
21.2,26.7,16,10.2,12.8,5.1,NA,NA,2021-10-26
21.3,26.7,16,10.3,12.7,5,NA,NA,2021-10-27
21.5,26.7,16,10.2,12.6,4.9,NA,NA,2021-10-28
21.5,26.6,15.9,10.3,12.6,4.9,NA,NA,2021-10-29
21.5,26.6,16,10.3,12.7,4.9,NA,NA,2021-10-30
21.9,26.4,16,10.2,12.6,4.9,NA,NA,2021-10-31
21.9,26.4,15.9,10.2,12.6,5,NA,NA,2021-11-02
22,26.5,15.9,10.1,12.5,5,NA,NA,2021-11-03
21.9,26.6,15.9,10.1,12.5,5,NA,NA,2021-11-04
21.9,26.5,16,10.1,12.6,4.9,NA,NA,2021-11-05
