cdu_csu,spd,gruene,afd,fdp,linke,bsw,freie_waehler,date
33.7,22.7,11.8,12.3,6.8,8.5,NA,NA,2017-01-02
33.6,22.7,11.8,12.4,6.8,8.6,NA,NA,2017-01-03
33.6,22.8,11.8,12.4,6.9,8.5,NA,NA,2017-01-04
33.9,22.6,11.7,12.5,6.8,8.5,NA,NA,2017-01-05
33.9,22.5,11.7,12.6,6.8,8.5,NA,NA,2017-01-06
34,22.6,11.7,12.5,6.7,8.4,NA,NA,2017-01-08
34,22.6,11.6,12.5,6.8,8.4,NA,NA,2017-01-09
34.1,22.2,11.9,12.6,6.6,8.4,NA,NA,2017-01-11
34,22.1,11.9,12.9,6.7,8.4,NA,NA,2017-01-12
34.1,22.1,11.9,12.8,6.7,8.4,NA,NA,2017-01-13
34,22.1,11.9,12.8,6.6,8.4,NA,NA,2017-01-15
34.1,22.2,11.9,12.7,6.7,8.4,NA,NA,2017-01-17
34.1,22.2,11.8,12.7,6.3,8.4,NA,NA,2017-01-18
34.2,22.2,11.8,12.6,6.3,8.4,NA,NA,2017-01-19
34.2,22.2,11.8,12.7,6.3,8.4,NA,NA,2017-01-20
33.9,22.2,11.6,12.7,6.4,8.7,NA,NA,2017-01-22
33.9,22.2,11.5,12.8,6.5,8.7,NA,NA,2017-01-24
33.8,22.2,11.6,12.8,6.5,8.8,NA,NA,2017-01-25
33.9,22.3,11.5,12.6,6.7,8.8,NA,NA,2017-01-26
33.9,22.6,11.4,12.8,6.4,8.4,NA,NA,2017-01-27
33.9,22.8,11.6,12.7,6.3,8.3,NA,NA,2017-01-29
33.8,23.2,11.5,12.7,6.3,8.3,NA,NA,2017-01-30
33.8,23.3,11.5,12.6,6.3,8.3,NA,NA,2017-01-31
33.7,23.6,11.4,12.5,6.3,8.3,NA,NA,2017-02-01
33.6,24.1,11.4,12.3,6.2,8.1,NA,NA,2017-02-02
33.4,24.5,11.3,12.3,6.2,8,NA,NA,2017-02-05
33.1,24.9,11.1,12.3,6.2,8.1,NA,NA,2017-02-06
32.9,25.2,11.1,12.3,6.2,8,NA,NA,2017-02-07
32.9,25.5,11.1,12.2,6.2,8,NA,NA,2017-02-08
32.8,25.8,11.1,12.1,6.2,7.9,NA,NA,2017-02-09
32.7,26.3,10.7,12,6.3,7.9,NA,NA,2017-02-10
32.6,26.7,10.6,12,6.2,7.9,NA,NA,2017-02-12
32.6,26.7,10.6,12,6.2,7.9,NA,NA,2017-02-13
32.5,26.8,10.5,11.9,6.2,7.9,NA,NA,2017-02-14
32.5,26.9,10.5,11.9,6.2,7.9,NA,NA,2017-02-15
32.6,27,10.6,11.8,6.2,7.7,NA,NA,2017-02-17
32.4,27.3,10.4,11.6,6.1,7.8,NA,NA,2017-02-19
32.6,27.2,10.4,11.5,6.2,7.8,NA,NA,2017-02-21
32.6,27.3,10.4,11.3,6.3,7.8,NA,NA,2017-02-22
32.4,27.4,10.4,11.3,6.3,7.7,NA,NA,2017-02-23
32.4,27.4,10.4,11.3,6.3,7.8,NA,NA,2017-02-26
32.3,27.6,10.3,11.3,6.4,7.7,NA,NA,2017-02-27
32.3,27.9,10.2,11.1,6.5,7.6,NA,NA,2017-02-28
32.2,27.9,10.3,11.1,6.5,7.5,NA,NA,2017-03-01
32.2,28,10.3,11.2,6.6,7.4,NA,NA,2017-03-05
32.1,28,10.2,11.3,6.7,7.4,NA,NA,2017-03-07
32.2,28,10.3,11.2,6.7,7.4,NA,NA,2017-03-08
32.3,28.6,9.9,10.8,6.6,7.5,NA,NA,2017-03-09
32.4,28.7,9.8,10.7,6.5,7.5,NA,NA,2017-03-10
32.4,28.8,9.8,10.6,6.5,7.5,NA,NA,2017-03-12
32.4,28.7,9.8,10.7,6.5,7.5,NA,NA,2017-03-14
32.3,28.9,9.7,10.6,6.6,7.5,NA,NA,2017-03-15
32.1,29,9.7,10.6,6.6,7.4,NA,NA,2017-03-16
32.1,29,9.7,10.6,6.6,7.4,NA,NA,2017-03-17
32.2,28.9,9.7,10.7,6.6,7.5,NA,NA,2017-03-19
32,29.2,9.7,10.7,6.5,7.5,NA,NA,2017-03-21
32.1,29.1,9.7,10.6,6.5,7.5,NA,NA,2017-03-22
32.2,29,9.8,10.6,6.5,7.5,NA,NA,2017-03-23
32.2,29.1,9.8,10.6,6.5,7.4,NA,NA,2017-03-24
32.2,29.2,9.8,10.6,6.5,7.4,NA,NA,2017-03-26
32.3,29.2,9.8,10.6,6.5,7.4,NA,NA,2017-03-27
32.4,29.2,9.8,10.5,6.5,7.4,NA,NA,2017-03-28
32.4,29.3,9.8,10.3,6.5,7.4,NA,NA,2017-03-29
32.4,29.3,9.7,10.3,6.6,7.4,NA,NA,2017-04-02
32.4,29.3,9.7,10.1,6.6,7.5,NA,NA,2017-04-03
32.7,29.1,9.7,10,6.6,7.6,NA,NA,2017-04-04
32.8,29,9.7,10,6.5,7.6,NA,NA,2017-04-06
32.9,29,9.6,10,6.4,7.6,NA,NA,2017-04-07
33,29.1,9.6,10,6.3,7.6,NA,NA,2017-04-09
33.1,29,9.7,10.2,6.3,7.6,NA,NA,2017-04-10
33.2,28.8,9.6,10.4,6.4,7.6,NA,NA,2017-04-11
33.2,28.8,9.6,10.5,6.4,7.5,NA,NA,2017-04-13
33.2,28.8,9.6,10.4,6.4,7.5,NA,NA,2017-04-14
33.2,28.6,9.6,10.4,6.5,7.6,NA,NA,2017-04-16
33.2,28.5,9.4,10.4,6.5,7.8,NA,NA,2017-04-19
33.3,28.5,9.4,10.4,6.5,7.7,NA,NA,2017-04-20
33.5,28.6,9.3,10.3,6.5,7.7,NA,NA,2017-04-21
33.7,28.4,9.3,10.2,6.4,7.7,NA,NA,2017-04-23
33.7,28.4,9.3,10.2,6.4,7.9,NA,NA,2017-04-25
33.7,28.4,9.4,10.2,6.4,7.9,NA,NA,2017-04-26
33.7,28.3,9.4,10.2,6.4,7.9,NA,NA,2017-04-27
33.9,28.1,9.4,10.1,6.5,8,NA,NA,2017-04-28
33.9,28.1,9.4,10.1,6.5,8,NA,NA,2017-04-29
33.9,28,9.5,10.1,6.6,8,NA,NA,2017-04-30
33.9,27.7,9.5,10,6.7,8.1,NA,NA,2017-05-02
33.9,27.6,9.6,9.9,6.7,8.1,NA,NA,2017-05-03
33.9,27.4,9.6,9.9,6.9,8,NA,NA,2017-05-04
34,27.4,9.6,9.9,6.9,8,NA,NA,2017-05-05
34,27.6,9.4,9.8,6.9,8,NA,NA,2017-05-06
34,27.5,9.4,9.8,6.9,8,NA,NA,2017-05-07
34.2,27,9.4,9.9,7,7.9,NA,NA,2017-05-09
34.2,27.1,9.3,9.8,7,7.9,NA,NA,2017-05-10
34.4,26.8,9.4,9.9,7.2,7.9,NA,NA,2017-05-11
34.5,26.7,9.3,9.8,7.4,7.8,NA,NA,2017-05-12
34.6,26.6,9.4,9.8,7.3,7.9,NA,NA,2017-05-14
34.9,26.4,9.4,9.7,7.5,7.8,NA,NA,2017-05-16
35,26.3,9.3,9.7,7.6,7.8,NA,NA,2017-05-17
35,26.3,9.3,9.6,7.6,7.8,NA,NA,2017-05-18
35.2,26.2,9.3,9.5,7.7,7.8,NA,NA,2017-05-19
35.3,26.1,9.2,9.5,7.8,7.7,NA,NA,2017-05-21
35.3,26.1,9.2,9.3,7.9,7.8,NA,NA,2017-05-22
35.4,25.9,9.3,9.3,8,7.8,NA,NA,2017-05-23
35.3,25.9,9.3,9.3,8,7.7,NA,NA,2017-05-26
35.7,25.3,9.4,9.3,8.3,7.7,NA,NA,2017-05-27
35.6,25.3,9.4,9.4,8.3,7.8,NA,NA,2017-05-29
35.5,25.2,9.4,9.5,8.4,7.8,NA,NA,2017-05-30
35.5,25.2,9.4,9.4,8.4,7.8,NA,NA,2017-05-31
35.6,25,9.4,9.4,8.5,7.7,NA,NA,2017-06-01
35.7,24.8,9.5,9.5,8.5,7.8,NA,NA,2017-06-02
35.7,24.9,9.4,9.5,8.4,7.8,NA,NA,2017-06-03
35.8,24.7,9.4,9.4,8.3,8,NA,NA,2017-06-06
35.9,24.6,9.5,9.4,8.2,8,NA,NA,2017-06-07
35.9,24.6,9.5,9.4,8.3,7.9,NA,NA,2017-06-08
35.9,24.5,9.5,9.4,8.3,8,NA,NA,2017-06-10
35.9,24.5,9.5,9.5,8.3,8,NA,NA,2017-06-12
35.8,24.4,9.5,9.5,8.4,8.1,NA,NA,2017-06-13
35.8,24.4,9.5,9.5,8.4,8,NA,NA,2017-06-15
35.9,24.4,9.5,9.5,8.3,8,NA,NA,2017-06-16
35.9,24.4,9.4,9.5,8.3,8,NA,NA,2017-06-17
36,24.4,9.3,9.3,8.4,8,NA,NA,2017-06-20
36.1,24.3,9.3,9.2,8.3,8.2,NA,NA,2017-06-21
36.5,24,9.3,9,8,8.3,NA,NA,2017-06-22
36.3,24.1,9.4,8.9,8.1,8.3,NA,NA,2017-06-23
36.4,24,9.4,8.9,8,8.3,NA,NA,2017-06-24
36.4,24.1,9.4,8.8,8.1,8.3,NA,NA,2017-06-27
36.5,24.1,9.5,8.8,8,8.3,NA,NA,2017-06-28
36.6,24.1,9.5,8.9,8,8.2,NA,NA,2017-06-29
36.6,24.1,9.5,8.9,8,8.2,NA,NA,2017-07-01
36.6,24.1,9.5,8.9,8,8.3,NA,NA,2017-07-03
36.6,24.2,9.4,8.9,7.9,8.3,NA,NA,2017-07-04
36.5,24.2,9.4,8.9,7.9,8.3,NA,NA,2017-07-05
36.5,23.9,9.6,9,8,8.2,NA,NA,2017-07-06
36.6,23.9,9.6,8.9,8,8.2,NA,NA,2017-07-07
36.6,23.9,9.6,8.9,8,8.2,NA,NA,2017-07-08
36.5,23.8,9.6,9.1,8,8.2,NA,NA,2017-07-11
36.5,23.9,9.6,9,8,8.1,NA,NA,2017-07-13
36.5,23.9,9.6,9.1,8,8.1,NA,NA,2017-07-15
36.4,23.9,9.5,9.1,8,8.2,NA,NA,2017-07-18
36.5,23.9,9.5,9,8,8.1,NA,NA,2017-07-19
36.5,23.9,9.5,9.1,8,8.1,NA,NA,2017-07-21
36.5,24,9.5,9.1,8,8.1,NA,NA,2017-07-22
36.5,24,9.5,9.1,8,8.1,NA,NA,2017-07-23
36.7,24.1,9.4,8.9,8,8.1,NA,NA,2017-07-25
36.8,24.1,9.3,8.9,8,8.2,NA,NA,2017-07-26
36.8,24.1,9.3,8.9,8,8.2,NA,NA,2017-07-27
36.9,24,9.3,9,8,8.1,NA,NA,2017-07-28
36.8,24,9.3,9.1,8,8.1,NA,NA,2017-07-29
36.6,23.7,9.5,9.3,8,8.2,NA,NA,2017-08-01
36.6,23.7,9.5,9.3,8,8.1,NA,NA,2017-08-02
36.5,23.7,9.5,9.3,8,8.1,NA,NA,2017-08-03
36.5,23.8,9.5,9.3,8,8,NA,NA,2017-08-04
36.5,23.7,9.5,9.3,8,8.1,NA,NA,2017-08-05
36.4,23.8,9.5,9.2,8,8.2,NA,NA,2017-08-07
36.4,23.6,9.5,9.3,8,8.3,NA,NA,2017-08-08
36.4,23.8,9.6,9.3,7.9,8.3,NA,NA,2017-08-09
36.4,23.8,9.5,9.3,7.9,8.2,NA,NA,2017-08-10
36.5,23.9,9.5,9.3,7.9,8.2,NA,NA,2017-08-11
36.5,23.9,9.5,9.3,7.9,8.2,NA,NA,2017-08-12
36.4,24.1,9.5,9.4,7.9,8,NA,NA,2017-08-15
36.5,23.9,9.5,9.3,8,8,NA,NA,2017-08-16
36.4,24,9.6,9.3,8,8,NA,NA,2017-08-17
36.5,24,9.6,9.2,8,8,NA,NA,2017-08-19
36.6,24,9.6,9.1,8,7.9,NA,NA,2017-08-22
36.6,24,9.6,9.2,8,7.9,NA,NA,2017-08-23
36.5,24,9.6,9.2,8,7.9,NA,NA,2017-08-24
36.4,23.8,9.6,9.4,8.1,8,NA,NA,2017-08-25
36.4,23.7,9.5,9.4,8.1,8,NA,NA,2017-08-26
36.3,23.6,9.5,9.5,8.1,8.1,NA,NA,2017-08-29
36.2,23.7,9.4,9.6,8,8.1,NA,NA,2017-08-30
36.1,23.7,9.4,9.7,8,8.1,NA,NA,2017-08-31
36.1,23.7,9.4,9.6,8.1,8.1,NA,NA,2017-09-01
36.1,23.8,9.5,9.6,8,8.1,NA,NA,2017-09-02
36.1,23.6,9.5,9.7,8.1,8.2,NA,NA,2017-09-03
36,23.6,9.4,9.9,8.1,8.3,NA,NA,2017-09-04
36,23.7,9.4,9.8,8.1,8.3,NA,NA,2017-09-05
35.9,23.6,9.4,9.9,8.2,8.2,NA,NA,2017-09-06
35.8,23.4,9.6,9.8,8.3,8.3,NA,NA,2017-09-07
35.7,23.4,9.6,9.9,8.3,8.3,NA,NA,2017-09-08
35.7,23.4,9.6,9.9,8.3,8.3,NA,NA,2017-09-09
35.6,23.5,9.6,10,8.2,8.4,NA,NA,2017-09-11
35.8,23.4,9.6,10.1,8,8.6,NA,NA,2017-09-12
35.9,23.3,9.7,10,7.9,8.6,NA,NA,2017-09-13
35.9,23.4,9.6,10.1,7.9,8.6,NA,NA,2017-09-14
35.7,23.4,9.6,10.2,8,8.6,NA,NA,2017-09-15
35.7,23.3,9.6,10.3,8.1,8.7,NA,NA,2017-09-16
35.6,23.1,9.6,10.4,8.1,8.8,NA,NA,2017-09-18
35.4,23.1,9.6,10.5,8.2,8.8,NA,NA,2017-09-19
35.3,23,9.5,10.6,8.2,8.7,NA,NA,2017-09-21
35.2,22.9,9.5,10.8,8.2,8.7,NA,NA,2017-09-22
33.5,22.4,10.2,11.6,8.9,8.5,NA,NA,2017-09-28
33.1,22.6,11.2,11.3,8.5,8.9,NA,NA,2017-09-29
33.3,22.6,11,11.3,8.8,8.9,NA,NA,2017-09-30
33.1,22.6,10.9,11.4,9,8.8,NA,NA,2017-10-01
33,22.6,10.9,11.5,9,8.8,NA,NA,2017-10-02
33,22.5,10.9,11.5,9,8.8,NA,NA,2017-10-04
33,22.5,10.9,11.5,9,8.8,NA,NA,2017-10-05
33,22.5,10.9,11.5,9.1,8.8,NA,NA,2017-10-06
32.9,22.6,10.7,11.4,8.9,8.8,NA,NA,2017-10-07
32.8,22.6,10.7,11.5,8.9,8.8,NA,NA,2017-10-08
32.8,22.6,10.7,11.5,8.9,8.8,NA,NA,2017-10-09
33,22.8,10.5,11.5,8.8,8.8,NA,NA,2017-10-10
33,22.7,10.7,11.5,8.9,8.6,NA,NA,2017-10-11
33,22.6,10.7,11.3,8.9,8.7,NA,NA,2017-10-12
32.5,22.6,10.7,11.4,9.2,8.8,NA,NA,2017-10-13
32.4,22.5,10.8,11.4,9.3,8.8,NA,NA,2017-10-14
32.4,22.6,10.8,11.4,9.1,8.8,NA,NA,2017-10-16
32.4,22.6,10.8,11.4,9.1,8.8,NA,NA,2017-10-18
32.4,22.7,10.6,11.5,9.2,8.8,NA,NA,2017-10-19
32.3,22.7,10.7,11.6,9.3,8.7,NA,NA,2017-10-20
32.4,22.7,10.7,11.6,9.3,8.6,NA,NA,2017-10-21
32.3,22.8,10.7,11.6,9.4,8.6,NA,NA,2017-10-23
32.4,22.8,10.7,11.7,9.3,8.7,NA,NA,2017-10-24
32.5,22.9,10.6,11.6,9.4,8.7,NA,NA,2017-10-25
32.6,22.9,10.6,11.5,9.3,8.6,NA,NA,2017-10-27
32.5,22.9,10.6,11.5,9.3,8.6,NA,NA,2017-10-28
32.4,22.9,10.7,11.6,9.4,8.6,NA,NA,2017-10-30
32.3,22.9,10.7,11.5,9.4,8.6,NA,NA,2017-11-01
32.3,22.8,10.8,11.5,9.3,8.7,NA,NA,2017-11-04
32.1,23,10.7,11.6,9.4,8.7,NA,NA,2017-11-05
31.9,23,10.6,11.8,9.3,8.7,NA,NA,2017-11-06
31.9,23.1,10.5,11.9,9.3,8.8,NA,NA,2017-11-07
31.7,23.1,10.6,11.9,9.3,8.7,NA,NA,2017-11-09
31.6,23.1,10.6,11.9,9.4,8.8,NA,NA,2017-11-10
31.5,23.2,10.6,11.9,9.5,8.8,NA,NA,2017-11-11
31.5,23.1,10.6,11.9,9.6,8.8,NA,NA,2017-11-13
31.6,22.9,10.6,12,9.6,8.8,NA,NA,2017-11-14
31.7,22.8,10.6,12,9.6,8.8,NA,NA,2017-11-16
31.9,22.8,10.7,11.8,9.4,8.8,NA,NA,2017-11-17
31.9,22.8,10.8,11.8,9.3,8.7,NA,NA,2017-11-18
31.9,23,11,11.7,9.1,8.7,NA,NA,2017-11-20
31.6,22.9,11.2,11.8,9.4,8.7,NA,NA,2017-11-21
31.7,22.9,11.2,11.6,9.4,8.6,NA,NA,2017-11-24
31.9,23,11.1,11.5,9.3,8.7,NA,NA,2017-11-25
31.9,23,11.1,11.5,9.3,8.7,NA,NA,2017-11-26
32.1,22.9,11.1,11.5,9.1,8.7,NA,NA,2017-11-27
32.3,22.9,11,11.2,9.2,8.7,NA,NA,2017-11-28
32.2,22.9,11,11.4,9.1,8.8,NA,NA,2017-11-29
32.2,22.9,11,11.4,9,8.7,NA,NA,2017-11-30
32.2,22.9,11,11.4,8.9,8.7,NA,NA,2017-12-02
32.2,22.9,11,11.5,8.8,8.7,NA,NA,2017-12-04
32.1,22.9,11,11.5,8.8,8.8,NA,NA,2017-12-05
32.2,22.8,11,11.7,8.7,8.9,NA,NA,2017-12-07
32.1,22.9,11,11.7,8.6,8.8,NA,NA,2017-12-08
32.1,22.9,11.1,11.7,8.6,8.8,NA,NA,2017-12-09
32.2,22.9,11.1,11.7,8.6,8.8,NA,NA,2017-12-10
32.2,22.9,11.1,11.7,8.5,8.8,NA,NA,2017-12-12
32.3,22.9,11.1,11.7,8.5,8.8,NA,NA,2017-12-13
32.3,23,11.1,11.7,8.5,8.8,NA,NA,2017-12-14
32.3,22.9,11.2,11.7,8.5,8.7,NA,NA,2017-12-15
32.2,23,11.2,11.8,8.4,8.7,NA,NA,2017-12-16
32.1,22.9,11.2,11.9,8.3,8.8,NA,NA,2017-12-19
32.3,22.9,11.2,11.8,8.4,8.8,NA,NA,2017-12-21
32.6,22.8,11.2,11.6,8.5,8.8,NA,NA,2017-12-23
32.7,22.6,11.2,11.6,8.5,8.8,NA,NA,2017-12-27
32.8,22.6,11.1,11.8,8.4,8.9,NA,NA,2017-12-28
32.7,22.5,11,11.7,8.3,9,NA,NA,2018-01-02
32.6,22.5,11,11.9,8.3,9,NA,NA,2018-01-03
32.6,22.6,11,12,8.3,8.9,NA,NA,2018-01-04
32.6,22.5,11.1,12,8.4,8.8,NA,NA,2018-01-06
32.6,22.5,11.2,11.7,8.4,8.7,NA,NA,2018-01-07
32.5,22.5,11.1,11.8,8.4,8.8,NA,NA,2018-01-08
32.4,22.4,11.1,12,8.4,8.8,NA,NA,2018-01-09
32.4,22.3,11.2,12,8.4,8.8,NA,NA,2018-01-10
32.5,22.4,11.2,12,8.3,8.8,NA,NA,2018-01-13
32.5,22.2,11.5,12.1,8.2,8.8,NA,NA,2018-01-14
32.4,22.1,11.5,12.2,8.2,8.9,NA,NA,2018-01-15
32.4,22.1,11.5,12.3,8.2,8.9,NA,NA,2018-01-16
32.5,21.7,11.5,12.3,8.1,9,NA,NA,2018-01-18
32.5,21.8,11.6,12.1,8.1,9,NA,NA,2018-01-19
32.4,21.9,11.5,12.1,8.1,9,NA,NA,2018-01-20
32.4,21.9,11.5,12.1,8.1,9,NA,NA,2018-01-21
32.5,21.7,11.5,12.2,8,9.2,NA,NA,2018-01-22
32.5,21.6,11.5,12.2,8.1,9.1,NA,NA,2018-01-23
32.7,21.7,11.4,12.2,8.1,9.1,NA,NA,2018-01-25
32.7,21.7,11.4,12.1,8.2,9.1,NA,NA,2018-01-26
32.7,21.6,11.4,12,8.2,9.1,NA,NA,2018-01-27
33,21.6,11.5,11.9,8.2,9.1,NA,NA,2018-01-29
33,21.1,11.7,11.9,8.3,9.2,NA,NA,2018-01-31
32.9,21,11.7,12.1,8.3,9.3,NA,NA,2018-02-01
32.7,21,11.9,12.3,8.2,9.4,NA,NA,2018-02-02
32.7,21,11.9,12.3,8.2,9.4,NA,NA,2018-02-03
32.3,20.9,12.1,12.5,8.3,9.3,NA,NA,2018-02-05
32.2,20.7,12.2,12.6,8.3,9.2,NA,NA,2018-02-08
32.1,20.7,12.3,12.6,8.4,9.3,NA,NA,2018-02-09
32.2,20.8,12.2,12.4,8.4,9.2,NA,NA,2018-02-10
32,20.6,12.3,12.5,8.6,9.2,NA,NA,2018-02-12
32.1,20.4,12.4,12.5,8.6,9.2,NA,NA,2018-02-13
32.2,20.3,12.5,12.6,8.5,9.2,NA,NA,2018-02-15
32.4,20.1,12.4,12.7,8.4,9.3,NA,NA,2018-02-17
32.6,20,12.4,12.8,8.3,9.2,NA,NA,2018-02-19
32.5,20,12.4,12.9,8.3,9.2,NA,NA,2018-02-20
32.5,20,12.4,12.9,8.3,9.3,NA,NA,2018-02-21
32.6,20,12.3,12.7,8.4,9.3,NA,NA,2018-02-23
32.7,20,12.2,12.7,8.5,9.2,NA,NA,2018-02-24
32.7,19.2,12.7,12.3,8.8,9.1,NA,NA,2018-02-25
32.7,19.1,12.7,12.4,8.7,9.3,NA,NA,2018-02-26
32.8,19.2,12.7,12.2,8.6,9.4,NA,NA,2018-02-27
32.7,19.2,12.7,12.4,8.5,9.5,NA,NA,2018-02-28
32.7,19.2,12.6,12.4,8.5,9.4,NA,NA,2018-03-01
32.7,19.2,12.6,12.4,8.5,9.4,NA,NA,2018-03-03
32.7,19.2,12.6,12.4,8.5,9.4,NA,NA,2018-03-05
32.8,19,12.6,12.5,8.5,9.5,NA,NA,2018-03-07
32.8,19.1,12.6,12.4,8.5,9.4,NA,NA,2018-03-08
32.8,19.3,12.6,12.3,8.4,9.4,NA,NA,2018-03-10
32.8,19.2,12.7,12.2,8.4,9.5,NA,NA,2018-03-12
32.7,19.5,12.6,12.2,8.4,9.5,NA,NA,2018-03-13
32.6,19.6,12.6,12.2,8.4,9.5,NA,NA,2018-03-16
32.7,19.7,12.3,12.3,8.4,9.5,NA,NA,2018-03-17
32.6,19.7,12.2,12.4,8.5,9.5,NA,NA,2018-03-20
32.7,19.8,12.2,12.3,8.6,9.4,NA,NA,2018-03-21
32.7,20,12.1,12.1,8.7,9.4,NA,NA,2018-03-22
32.7,20,12.2,12.1,8.7,9.4,NA,NA,2018-03-23
32.6,20,12.3,12.1,8.7,9.5,NA,NA,2018-03-24
32.6,19.9,12.3,12.1,8.7,9.5,NA,NA,2018-03-26
32.5,19.8,12.3,12.3,8.7,9.5,NA,NA,2018-03-27
32.6,19.7,12.3,12.3,8.6,9.5,NA,NA,2018-03-28
32.7,19.7,12.3,12.2,8.6,9.5,NA,NA,2018-03-31
32.7,19.7,12.2,12.2,8.6,9.5,NA,NA,2018-04-03
32.5,19.7,12.1,12.4,8.7,9.5,NA,NA,2018-04-05
32.6,19.7,12.1,12.4,8.6,9.5,NA,NA,2018-04-06
32.6,19.8,12.1,12.4,8.6,9.5,NA,NA,2018-04-07
32.5,19.7,12.2,12.5,8.5,9.5,NA,NA,2018-04-10
32.5,19.8,12.4,12.4,8.4,9.4,NA,NA,2018-04-13
32.6,19.8,12.4,12.4,8.5,9.4,NA,NA,2018-04-14
32.6,19.9,12.4,12.3,8.5,9.4,NA,NA,2018-04-16
32.6,20.1,12.4,12.2,8.5,9.3,NA,NA,2018-04-17
32.6,20.2,12.4,12.3,8.4,9.2,NA,NA,2018-04-18
32.5,19.9,12.6,12.4,8.5,9.3,NA,NA,2018-04-20
32.5,19.8,12.7,12.3,8.6,9.3,NA,NA,2018-04-21
32.5,19.7,12.8,12.3,8.6,9.3,NA,NA,2018-04-23
32.5,19.7,12.9,12.4,8.6,9.2,NA,NA,2018-04-24
32.6,19.8,12.8,12.3,8.7,9.1,NA,NA,2018-04-25
32.7,19.8,12.8,12.2,8.5,9.2,NA,NA,2018-04-27
32.7,19.7,12.8,12.3,8.5,9.2,NA,NA,2018-04-28
32.8,19.6,12.7,12.3,8.5,9.3,NA,NA,2018-05-01
32.7,19.6,12.8,12.2,8.5,9.3,NA,NA,2018-05-02
32.7,19.6,12.8,12.2,8.5,9.3,NA,NA,2018-05-04
32.9,19.5,12.7,12.3,8.4,9.2,NA,NA,2018-05-05
32.8,19.4,12.7,12.4,8.3,9.2,NA,NA,2018-05-08
32.7,19.5,12.8,12.5,8.2,9.1,NA,NA,2018-05-09
32.7,19.4,13,12.4,8.2,9.1,NA,NA,2018-05-12
32.8,19.2,13.2,13,7.8,9.1,NA,NA,2018-05-13
32.8,19.2,13.2,13,7.7,9.2,NA,NA,2018-05-14
32.8,19.1,13.2,13,7.8,9.2,NA,NA,2018-05-15
32.8,19.1,13.2,13,7.7,9.2,NA,NA,2018-05-16
33,19,13,12.9,7.9,9.1,NA,NA,2018-05-17
33.1,19.1,13,12.9,7.8,9.1,NA,NA,2018-05-18
33,19.2,13,12.9,7.9,9,NA,NA,2018-05-19
33,19.2,13,12.9,7.9,9.1,NA,NA,2018-05-22
33,19.1,13,12.9,7.8,9.2,NA,NA,2018-05-26
33,19.1,13.1,12.9,7.7,9.2,NA,NA,2018-05-27
33,19.1,13.1,13,7.8,9.2,NA,NA,2018-05-28
32.8,19,13.1,13.2,7.8,9.3,NA,NA,2018-05-29
32.8,19,13,13.3,7.9,9.4,NA,NA,2018-05-30
32.8,19,13,13.3,7.9,9.4,NA,NA,2018-06-01
32.7,19,13,13.3,7.8,9.4,NA,NA,2018-06-02
32.7,19,12.9,13.4,7.8,9.4,NA,NA,2018-06-04
32.6,19.3,12.9,13.4,7.7,9.5,NA,NA,2018-06-08
32.5,19.4,12.9,13.3,7.9,9.5,NA,NA,2018-06-09
32.3,19.3,12.9,13.3,7.9,9.6,NA,NA,2018-06-12
32.2,19.3,13,13.4,7.8,9.6,NA,NA,2018-06-14
32,19.6,12.8,13.1,8,9.6,NA,NA,2018-06-15
31.8,19.3,12.9,13.4,8.1,9.5,NA,NA,2018-06-16
31.5,19.6,12.9,13.3,8,9.5,NA,NA,2018-06-19
31.6,19.9,12.8,13.2,8.1,9.4,NA,NA,2018-06-20
31.6,19.6,12.9,13.4,8.1,9.5,NA,NA,2018-06-21
31.4,19.6,13,13.5,8.2,9.4,NA,NA,2018-06-23
31.4,19.6,12.9,13.6,8.1,9.5,NA,NA,2018-06-24
31.3,19.5,13,13.5,8.1,9.4,NA,NA,2018-06-25
31.3,19.6,13,13.6,8.2,9.4,NA,NA,2018-06-26
31.2,19.4,13,13.7,8.3,9.3,NA,NA,2018-06-27
31.2,19.4,13.1,13.7,8.3,9.3,NA,NA,2018-06-29
31.3,19.4,13.1,13.6,8.4,9.3,NA,NA,2018-06-30
31.3,19.4,13.1,13.6,8.4,9.3,NA,NA,2018-07-01
31.3,19.4,13.1,13.6,8.4,9.3,NA,NA,2018-07-03
31.1,19.2,13.3,13.8,8.4,9.3,NA,NA,2018-07-05
31.1,19.3,13.3,13.8,8.4,9.3,NA,NA,2018-07-06
30.9,19.1,13.3,14.1,8.4,9.2,NA,NA,2018-07-07
30.8,18.9,13.3,14.3,8.5,9.2,NA,NA,2018-07-09
30.8,18.9,13.3,14.4,8.5,9.2,NA,NA,2018-07-12
30.8,18.9,13.3,14.3,8.3,9.3,NA,NA,2018-07-13
30.9,19,13.3,14.3,8.2,9.3,NA,NA,2018-07-14
30.9,19.1,13.3,14.2,8.3,9.1,NA,NA,2018-07-17
30.8,19.1,13.4,14.2,8.3,9.1,NA,NA,2018-07-18
30.8,19.3,13.4,14,8.2,9.2,NA,NA,2018-07-21
30.8,19.3,13.3,14.1,8.2,9.3,NA,NA,2018-07-24
30.8,19.2,13.2,14.2,8.2,9.4,NA,NA,2018-07-25
30.8,19.2,13.4,14.2,8.2,9.2,NA,NA,2018-07-27
30.8,19.1,13.6,14.1,8.2,9.1,NA,NA,2018-07-28
